tid,src,dst,amt,time,day_of_week,is_fraud
43896,p2776,p3697,500.92,5,2,False
43897,p3262,p309,370.29,1,2,False
43898,p1430,p4317,479.29,6,1,False
43899,p3027,p3065,304.71,9,1,False
43900,p3094,p1240,685.93,11,1,False
43901,p1622,p1493,569.99,15,3,False
43902,p1652,p732,194.41,15,5,False
43903,p2674,p1820,570.3,2,7,False
43904,p3898,p2285,782.83,21,7,False
43905,p3034,p4056,771.24,9,6,False
43906,p2703,p1136,504.1,7,3,False
43907,p2334,p3590,731.74,8,5,False
43908,p1071,p2535,336.71,17,7,False
43909,p871,p4264,471.33,15,6,False
43910,p3187,p1054,363.08,2,6,False
43911,p1980,p1523,546.17,7,2,False
43912,p2387,p2083,521.2,13,3,False
43913,p435,p4088,259.12,9,1,False
43914,p1245,p2326,675.8,24,1,False
43915,p1973,p3665,535.42,13,5,False
43916,p3455,p757,405.06,7,1,False
43917,p3775,p4637,165.39,19,7,False
43918,p1322,p4595,540.93,7,5,False
43919,p193,p3591,186.79,5,4,False
43920,p225,p631,458.36,10,4,False
43921,p152,p4534,197.65,19,1,False
43922,p1733,p2097,509.87,16,2,False
43923,p345,p2864,509.92,4,4,False
43924,p1887,p3314,560.2,21,1,False
43925,p2542,p878,274.72,12,7,False
43926,p2363,p1738,979.93,7,2,False
43927,p2065,p1346,973.86,13,6,False
43928,p1877,p434,824.51,19,5,False
43929,p4729,p2075,452.77,12,4,False
43930,p1470,p2544,195.3,6,1,False
43931,p4776,p2266,132.83,11,7,False
43932,p1765,p803,704.69,4,2,False
43933,p4783,p2511,439.38,6,6,False
43934,p3155,p4914,624.35,20,5,False
43935,p272,p585,743.27,11,4,False
43936,p4554,p3782,351.74,6,6,False
43937,p2434,p3472,701.38,7,6,False
43938,p3344,p1157,593.05,18,5,False
43939,p4260,p2431,701.29,10,6,False
43940,p1381,p686,970.01,6,6,False
43941,p3044,p3561,801.26,24,7,False
43942,p2426,p2624,592.52,24,5,False
43943,p432,p2969,311.31,16,1,False
43944,p2421,p3248,446.88,9,4,False
43945,p4297,p4848,735.89,19,7,False
43946,p509,p4964,226.48,2,5,False
43947,p3567,p4977,539.3,11,6,False
43948,p4911,p474,878.56,17,4,False
43949,p518,p3173,229.7,7,5,False
43950,p2883,p629,559.66,22,1,False
43951,p2535,p1604,418.44,5,1,False
43952,p1028,p587,786.32,23,1,False
43953,p1615,p2628,251.71,8,1,False
43954,p1758,p2909,584.03,5,2,False
43955,p4371,p4645,726.98,3,5,False
43956,p3418,p3631,287.59,18,5,False
43957,p3497,p3796,738.88,3,4,False
43958,p3848,p1351,507.5,7,3,False
43959,p2354,p1034,680.43,8,7,False
43960,p319,p1658,744.94,20,6,False
43961,p4170,p4597,401.51,24,1,False
43962,p3183,p2354,599.46,19,7,False
43963,p2850,p4418,499.04,16,1,False
43964,p4314,p996,699.14,7,4,False
43965,p2720,p3778,894.0,23,4,False
43966,p4121,p1013,667.17,1,2,False
43967,p2295,p4520,194.23,16,6,False
43968,p3295,p1500,403.15,17,4,False
43969,p2669,p270,589.51,7,7,False
43970,p2044,p2555,392.35,3,1,False
43971,p4838,p3526,585.44,20,1,False
43972,p4247,p3871,322.64,6,1,False
43973,p837,p1083,314.37,9,1,False
43974,p2652,p1557,362.0,10,1,False
43975,p4052,p1227,202.07,8,5,False
43976,p1178,p4424,203.52,9,4,False
43977,p46,p1876,573.45,9,4,False
43978,p1124,p4900,128.79,15,6,False
43979,p1486,p1750,732.03,7,6,False
43980,p4644,p738,781.19,20,3,False
43981,p4364,p807,110.03,20,3,False
43982,p4207,p4973,869.8,7,5,False
43983,p2150,p3062,148.35,12,5,False
43984,p1046,p575,248.52,4,3,False
43985,p1166,p3231,814.88,1,3,False
43986,p4204,p3422,614.54,7,3,False
43987,p4425,p342,530.89,17,1,False
43988,p2780,p4870,296.63,3,3,False
43989,p2366,p3800,379.47,18,2,False
43990,p2955,p1322,496.44,7,6,False
43991,p4652,p3684,675.47,14,4,False
43992,p626,p611,116.75,21,3,False
43993,p2703,p1954,65.59,8,2,False
43994,p1878,p3990,167.9,14,5,False
43995,p3003,p1972,497.45,9,6,False
43996,p2195,p1784,528.05,8,7,False
43997,p786,p4682,735.13,13,4,False
43998,p1433,p598,723.52,1,5,False
43999,p4415,p1702,758.04,7,2,False
44000,p4065,p958,531.73,6,3,False
44001,p2719,p2362,648.22,14,4,False
44002,p613,p4307,574.82,15,7,False
44003,p412,p790,829.77,15,6,False
44004,p1272,p568,725.32,5,7,False
44005,p3565,p428,199.42,24,4,False
44006,p1140,p3286,278.68,16,5,False
44007,p2922,p4920,436.82,1,1,False
44008,p287,p3989,778.4,8,4,False
44009,p3263,p646,479.16,22,1,False
44010,p1552,p2041,595.49,24,4,False
44011,p2358,p407,298.62,22,2,False
44012,p1113,p3832,283.76,22,2,False
44013,p2813,p2892,771.21,3,5,False
44014,p751,p855,533.9,22,6,False
44015,p3982,p4490,179.49,24,7,False
44016,p3411,p1712,421.29,1,1,False
44017,p2196,p466,650.91,4,7,False
44018,p664,p644,626.18,8,1,False
44019,p69,p3842,910.9,16,7,False
44020,p1143,p2175,892.22,17,4,False
44021,p1633,p4875,545.46,24,4,False
44022,p1221,p4862,248.35,1,5,False
44023,p4091,p532,641.96,2,6,False
44024,p3430,p4092,608.7,15,7,False
44025,p3731,p4910,863.03,11,4,False
44026,p3792,p2277,716.84,7,4,False
44027,p3706,p1400,195.06,3,3,False
44028,p2996,p4682,689.89,7,6,False
44029,p4636,p1055,442.33,6,4,False
44030,p2864,p679,655.6,22,3,False
44031,p2440,p3793,512.23,22,2,False
44032,p935,p1776,279.05,14,6,False
44033,p1402,p4394,374.59,8,3,False
44034,p2110,p4456,433.57,21,2,False
44035,p4483,p159,843.57,13,3,False
44036,p2706,p1755,166.74,8,2,False
44037,p3700,p3351,377.79,15,2,False
44038,p581,p1593,636.11,8,2,False
44039,p2538,p715,525.56,11,3,False
44040,p2696,p590,319.25,6,6,False
44041,p3544,p146,743.66,15,2,False
44042,p4364,p536,163.62,22,3,False
44043,p2838,p4877,735.27,23,2,False
44044,p1837,p4081,267.94,11,3,False
44045,p4478,p1159,257.2,21,5,False
44046,p2941,p2045,427.05,13,4,False
44047,p1364,p460,651.26,3,5,False
44048,p305,p2129,333.28,21,1,False
44049,p3069,p3121,334.65,7,5,False
44050,p4430,p3301,282.0,23,5,False
44051,p4919,p4683,401.75,23,4,False
44052,p3022,p3847,508.05,17,4,False
44053,p4394,p2826,485.83,22,7,False
44054,p3600,p4008,743.91,7,6,False
44055,p2682,p3568,614.43,17,6,False
44056,p2102,p3119,190.26,18,3,False
44057,p2966,p4761,613.29,14,6,False
44058,p3799,p2334,496.85,14,7,False
44059,p2161,p2259,435.57,21,2,False
44060,p331,p3719,866.94,22,7,False
44061,p4380,p2024,814.13,8,4,False
44062,p1444,p998,480.63,21,1,False
44063,p1349,p1380,454.84,10,5,False
44064,p3732,p3973,584.08,8,4,False
44065,p1850,p191,93.65,19,2,False
44066,p1943,p1503,572.54,4,5,False
44067,p1186,p1232,712.14,1,5,False
44068,p2290,p2221,602.47,24,2,False
44069,p4232,p4859,607.78,4,7,False
44070,p600,p98,927.96,13,3,False
44071,p659,p1932,745.45,2,5,False
44072,p1689,p4761,913.71,18,7,False
44073,p1744,p3084,358.77,23,2,False
44074,p1673,p3227,289.21,14,2,False
44075,p2314,p3240,220.24,8,3,False
44076,p1673,p4182,435.59,15,2,False
44077,p2950,p1999,507.63,16,6,False
44078,p1759,p1645,814.84,7,2,False
44079,p4088,p4137,789.03,19,5,False
44080,p1713,p245,456.33,1,6,False
44081,p1828,p240,644.39,12,4,False
44082,p2582,p4657,408.21,5,5,False
44083,p173,p2657,826.32,1,1,False
44084,p1108,p3127,765.16,11,7,False
44085,p542,p3460,649.08,7,4,False
44086,p3622,p3403,796.19,17,2,False
44087,p424,p1283,548.21,20,7,False
44088,p1363,p4876,344.82,16,2,False
44089,p240,p3398,533.12,11,7,False
44090,p408,p4049,632.69,4,7,False
44091,p4936,p4945,782.64,12,7,False
44092,p1667,p2909,509.7,15,1,False
44093,p2924,p2958,709.71,10,7,False
44094,p547,p3105,272.79,2,2,False
44095,p3058,p2470,381.86,24,7,False
44096,p3087,p143,570.05,16,6,False
44097,p2190,p1367,646.81,21,4,False
44098,p512,p1141,266.63,22,1,False
44099,p2129,p628,266.59,21,6,False
44100,p3672,p657,553.37,21,3,False
44101,p3344,p165,570.07,17,2,False
44102,p1736,p3601,273.3,1,1,False
44103,p2456,p3606,639.96,21,6,False
44104,p516,p4718,450.98,23,2,False
44105,p3679,p4795,29.77,12,6,False
44106,p4949,p3258,566.66,23,2,False
44107,p4601,p4685,432.42,18,6,False
44108,p1370,p3322,829.69,11,3,False
44109,p4764,p2472,313.4,9,1,False
44110,p78,p3965,586.51,10,4,False
44111,p4875,p880,642.05,21,6,False
44112,p4855,p2444,662.63,17,4,False
44113,p1976,p73,444.71,4,7,False
44114,p2300,p2253,281.18,7,5,False
44115,p2289,p994,456.07,23,3,False
44116,p619,p953,447.52,11,6,False
44117,p3271,p4284,776.59,5,2,False
44118,p2554,p3723,195.26,23,1,False
44119,p2941,p2117,430.92,16,2,False
44120,p978,p4248,506.34,11,1,False
44121,p3118,p483,200.94,16,3,False
44122,p3225,p2748,445.75,15,3,False
44123,p4556,p2648,720.58,14,6,False
44124,p1140,p1141,276.46,17,2,False
44125,p1074,p710,213.47,11,7,False
44126,p4194,p2094,728.64,12,1,False
44127,p368,p579,312.26,17,1,False
44128,p100,p3053,117.31,5,4,False
44129,p1375,p2922,429.61,13,1,False
44130,p819,p2765,651.31,24,4,False
44131,p261,p2368,148.81,1,4,False
44132,p1952,p2008,464.93,3,2,False
44133,p574,p2970,486.43,23,1,False
44134,p655,p3022,464.26,3,6,False
44135,p2249,p2841,236.7,3,6,False
44136,p4250,p1035,328.74,13,1,False
44137,p2468,p2446,312.84,16,1,False
44138,p3449,p4206,466.17,4,1,False
44139,p594,p3216,288.04,15,4,False
44140,p4580,p1354,713.42,14,1,False
44141,p16,p3689,535.78,19,6,False
44142,p3243,p338,747.5,1,6,False
44143,p4135,p4327,824.75,9,4,False
44144,p2760,p463,495.24,17,3,False
44145,p2386,p2538,595.58,15,5,False
44146,p603,p3279,759.5,4,1,False
44147,p1280,p1364,483.9,15,3,False
44148,p1927,p1515,343.69,22,3,False
44149,p3273,p4786,574.58,11,1,False
44150,p1480,p3689,477.47,8,4,False
44151,p4613,p1106,333.23,13,6,False
44152,p3701,p941,183.43,1,1,False
44153,p3190,p2778,738.8,24,1,False
44154,p3231,p2696,304.25,19,3,False
44155,p690,p1012,715.91,21,7,False
44156,p3385,p4662,455.52,2,6,False
44157,p2659,p3763,112.7,23,7,False
44158,p211,p353,84.86,1,4,False
44159,p1957,p3202,376.21,7,1,False
44160,p382,p3638,743.14,22,2,False
44161,p2006,p3102,571.61,24,1,False
44162,p4543,p3188,978.68,4,2,False
44163,p740,p4774,496.18,3,6,False
44164,p1636,p4486,610.39,11,5,False
44165,p1811,p2414,794.46,9,2,False
44166,p1795,p3792,834.96,22,6,False
44167,p233,p1071,256.9,14,5,False
44168,p4567,p2875,145.43,10,5,False
44169,p3843,p3274,156.64,20,2,False
44170,p2651,p137,637.76,10,5,False
44171,p419,p1996,71.86,18,3,False
44172,p348,p895,320.45,22,2,False
44173,p803,p1086,488.06,11,2,False
44174,p1374,p876,690.25,24,3,False
44175,p4617,p3866,246.82,4,6,False
44176,p4492,p1209,346.85,24,2,False
44177,p3759,p1391,641.62,8,1,False
44178,p124,p3173,403.44,10,3,False
44179,p2101,p4608,217.85,8,5,False
44180,p1903,p4715,272.37,5,7,False
44181,p4467,p2,757.49,3,1,False
44182,p3528,p1903,625.46,16,4,False
44183,p4227,p3641,633.44,23,3,False
44184,p1972,p2021,669.33,11,3,False
44185,p2016,p4098,150.03,23,2,False
44186,p1001,p598,557.86,16,3,False
44187,p513,p3470,880.25,6,4,False
44188,p3957,p2507,253.21,22,7,False
44189,p951,p897,368.02,9,4,False
44190,p3898,p3779,827.57,21,2,False
44191,p748,p3168,266.28,12,6,False
44192,p4846,p70,294.03,9,4,False
44193,p731,p2548,548.72,18,5,False
44194,p4684,p3993,188.55,18,6,False
44195,p4679,p2656,551.49,10,6,False
44196,p2406,p2520,686.55,4,5,False
44197,p4433,p3483,810.63,9,7,False
44198,p3011,p1554,630.4,21,1,False
44199,p1966,p658,331.53,11,4,False
44200,p2820,p49,597.66,17,3,False
44201,p635,p3250,822.17,23,2,False
44202,p2692,p4432,297.53,12,1,False
44203,p3593,p2963,215.4,11,6,False
44204,p2295,p1797,155.57,15,5,False
44205,p2345,p657,450.26,5,2,False
44206,p354,p3359,314.16,18,1,False
44207,p2351,p3968,547.98,16,5,False
44208,p1996,p2895,565.37,11,7,False
44209,p999,p4380,656.78,15,5,False
44210,p3950,p4799,377.7,11,5,False
44211,p4473,p617,126.5,5,7,False
44212,p559,p2386,782.61,21,5,False
44213,p2092,p4938,384.86,10,5,False
44214,p1286,p618,410.54,7,1,False
44215,p3290,p475,557.31,11,6,False
44216,p3595,p596,484.42,2,6,False
44217,p3724,p3782,369.14,17,6,False
44218,p2665,p1525,412.38,14,5,False
44219,p1773,p3563,751.75,20,1,False
44220,p2753,p4140,588.2,15,2,False
44221,p3573,p3058,848.12,19,6,False
44222,p1997,p4124,83.24,17,4,False
44223,p3968,p154,548.35,19,6,False
44224,p3885,p1815,653.88,18,4,False
44225,p3133,p2966,255.13,22,3,False
44226,p3032,p3638,374.18,3,5,False
44227,p816,p1671,865.91,21,5,False
44228,p1639,p4494,347.76,1,2,False
44229,p3247,p2055,377.29,2,1,False
44230,p4863,p4445,346.99,2,1,False
44231,p3363,p4931,790.24,7,7,False
44232,p513,p2352,860.5,6,3,False
44233,p3075,p1079,328.35,9,3,False
44234,p4796,p3904,861.91,12,1,False
44235,p3725,p1814,660.25,19,4,False
44236,p2683,p929,416.34,16,6,False
44237,p4461,p1772,339.16,3,5,False
44238,p205,p1101,576.53,4,3,False
44239,p176,p4548,500.29,5,4,False
44240,p1511,p168,678.82,23,3,False
44241,p3573,p1751,506.1,22,1,False
44242,p2949,p3215,466.35,9,1,False
44243,p2815,p2604,524.36,1,2,False
44244,p3230,p2043,213.85,1,6,False
44245,p4234,p3363,246.46,22,1,False
44246,p4,p4121,505.6,24,2,False
44247,p708,p3437,873.5,6,6,False
44248,p2127,p3728,371.22,5,5,False
44249,p2371,p1214,481.58,14,7,False
44250,p2830,p806,578.26,6,4,False
44251,p3434,p4441,180.42,14,3,False
44252,p3924,p327,731.07,9,6,False
44253,p335,p611,207.09,19,6,False
44254,p994,p1618,715.94,20,3,False
44255,p3051,p1627,383.98,3,3,False
44256,p936,p2675,456.91,10,2,False
44257,p2463,p3435,902.09,6,7,False
44258,p4177,p3293,368.95,3,7,False
44259,p3025,p3040,828.16,3,3,False
44260,p1067,p4306,244.85,18,5,False
44261,p3648,p2158,410.24,1,1,False
44262,p3350,p4761,649.18,6,3,False
44263,p2057,p2600,484.56,12,2,False
44264,p4074,p3667,636.24,20,6,False
44265,p2491,p3575,536.86,16,2,False
44266,p4161,p512,700.22,24,2,False
44267,p148,p740,436.48,20,7,False
44268,p3242,p828,430.09,21,3,False
44269,p2329,p65,287.39,14,6,False
44270,p2715,p2619,197.71,3,5,False
44271,p2010,p1788,192.82,21,1,False
44272,p2748,p3904,562.22,5,5,False
44273,p963,p2216,628.58,15,2,False
44274,p4105,p3800,377.71,18,6,False
44275,p4383,p2919,560.31,6,4,False
44276,p871,p62,768.61,17,6,False
44277,p2623,p295,734.18,5,1,False
44278,p4890,p4869,579.1,13,4,False
44279,p312,p4661,369.75,16,5,False
44280,p3930,p2291,760.09,21,2,False
44281,p2365,p4653,552.36,11,4,False
44282,p762,p4054,425.43,7,2,False
44283,p4450,p1303,340.79,9,6,False
44284,p1077,p3474,172.08,10,5,False
44285,p4255,p2080,664.25,13,2,False
44286,p2829,p4605,374.69,9,6,False
44287,p3987,p4391,351.92,14,6,False
44288,p4034,p3817,151.91,4,6,False
44289,p4492,p1209,351.48,22,7,False
44290,p1922,p1967,375.07,23,6,False
44291,p2530,p1578,396.73,23,3,False
44292,p2988,p845,258.86,2,6,False
44293,p1071,p560,469.07,15,7,False
44294,p1772,p389,256.36,23,4,False
44295,p2869,p2567,807.85,9,3,False
44296,p3631,p3378,492.37,1,6,False
44297,p2832,p1068,713.29,22,4,False
44298,p20,p1052,682.76,14,7,False
44299,p3365,p4970,471.7,5,3,False
44300,p4915,p4301,353.49,20,3,False
44301,p1824,p1958,725.07,4,2,False
44302,p4611,p3651,315.59,13,3,False
44303,p1493,p3706,787.03,4,5,False
44304,p4596,p3272,385.68,18,1,False
44305,p3186,p4145,247.05,11,6,False
44306,p2699,p119,308.91,24,4,False
44307,p3718,p4418,672.85,18,4,False
44308,p2637,p3498,347.52,4,7,False
44309,p757,p1485,258.01,20,7,False
44310,p2985,p1137,587.84,2,7,False
44311,p1401,p3900,886.73,16,4,False
44312,p3573,p4179,824.41,15,5,False
44313,p147,p4230,541.17,16,1,False
44314,p1269,p462,251.46,13,2,False
44315,p241,p1664,732.61,24,7,False
44316,p4088,p3415,814.69,19,4,False
44317,p2822,p276,624.94,23,3,False
44318,p1881,p2911,207.78,3,5,False
44319,p1996,p2895,552.3,11,7,False
44320,p2714,p3342,303.67,2,7,False
44321,p1725,p2773,498.09,12,4,False
44322,p3792,p1401,729.68,6,4,False
44323,p1978,p4622,667.75,18,3,False
44324,p2664,p1351,442.88,2,7,False
44325,p305,p4798,258.03,21,1,False
44326,p624,p132,597.53,4,5,False
44327,p956,p4952,760.15,15,5,False
44328,p2245,p2479,353.35,21,2,False
44329,p1007,p4813,565.26,2,4,False
44330,p1999,p1373,460.82,17,5,False
44331,p4743,p1494,54.57,18,6,False
44332,p1392,p4100,439.52,19,5,False
44333,p3030,p356,429.52,10,1,False
44334,p189,p3668,644.37,18,1,False
44335,p402,p2722,296.62,7,6,False
44336,p3473,p4885,161.69,6,6,False
44337,p2895,p3752,990.91,21,1,False
44338,p4889,p1795,431.52,11,1,False
44339,p4741,p353,698.61,13,2,False
44340,p4302,p571,354.81,22,3,False
44341,p1098,p3638,462.26,24,1,False
44342,p2243,p2510,766.99,20,1,False
44343,p2002,p2688,787.71,3,1,False
44344,p2008,p1971,70.06,1,7,False
44345,p1044,p3040,800.31,20,7,False
44346,p1526,p2411,185.37,8,2,False
44347,p10,p4003,678.24,23,1,False
44348,p4962,p2450,220.26,16,4,False
44349,p2693,p4326,191.7,19,3,False
44350,p580,p2713,757.38,4,1,False
44351,p4035,p1237,582.98,22,6,False
44352,p2308,p2967,328.37,19,5,False
44353,p1910,p4350,855.1,4,5,False
44354,p3216,p1702,981.37,7,6,False
44355,p2577,p3234,629.02,21,3,False
44356,p1213,p4720,218.64,9,1,False
44357,p4226,p4448,679.97,12,7,False
44358,p2203,p2286,559.68,14,6,False
44359,p4978,p75,407.98,4,6,False
44360,p4276,p1733,547.68,4,1,False
44361,p2127,p3728,442.15,8,3,False
44362,p4732,p2543,837.73,12,2,False
44363,p1115,p3089,57.86,18,2,False
44364,p4078,p3782,470.5,10,6,False
44365,p2522,p2626,303.92,8,7,False
44366,p303,p279,392.39,12,2,False
44367,p2626,p4748,434.97,20,4,False
44368,p2711,p977,821.04,16,5,False
44369,p3928,p408,504.92,2,4,False
44370,p1710,p1926,772.84,3,7,False
44371,p4402,p3206,364.58,8,5,False
44372,p1245,p2326,807.21,1,1,False
44373,p4094,p754,441.27,9,6,False
44374,p2431,p4744,569.3,12,1,False
44375,p4917,p2200,191.05,20,4,False
44376,p3325,p364,598.7,6,6,False
44377,p4030,p4741,254.43,6,5,False
44378,p4862,p3804,407.44,3,6,False
44379,p3325,p3833,673.74,12,1,False
44380,p1463,p683,553.25,18,1,False
44381,p4712,p900,621.93,14,3,False
44382,p3998,p2661,451.86,3,4,False
44383,p479,p2811,881.45,17,6,False
44384,p3728,p2898,37.18,14,2,False
44385,p1045,p2078,484.17,22,6,False
44386,p4389,p2598,328.86,17,6,False
44387,p4681,p4116,770.86,18,1,False
44388,p3145,p946,492.87,16,5,False
44389,p1086,p443,704.3,24,2,False
44390,p4455,p2124,486.48,5,5,False
44391,p2199,p2571,214.89,18,3,False
44392,p2190,p1367,547.35,21,4,False
44393,p2341,p490,591.45,10,5,False
44394,p4332,p660,904.33,24,1,False
44395,p1866,p2806,332.37,5,1,False
44396,p2216,p3902,741.28,3,5,False
44397,p3238,p4265,242.32,18,3,False
44398,p1161,p369,592.21,13,3,False
44399,p178,p998,652.05,23,6,False
44400,p150,p1913,272.89,11,1,False
44401,p2067,p4998,487.83,21,6,False
44402,p3503,p2508,757.27,17,6,False
44403,p2500,p3603,484.72,21,4,False
44404,p1087,p1469,146.37,23,7,False
44405,p393,p2084,474.89,14,4,False
44406,p4487,p1853,320.21,13,5,False
44407,p538,p3892,536.31,14,5,False
44408,p2355,p1187,310.25,15,6,False
44409,p2188,p3356,558.37,12,5,False
44410,p3047,p3127,718.6,17,5,False
44411,p3712,p1036,678.94,18,4,False
44412,p3412,p3460,527.52,4,3,False
44413,p1951,p1238,746.15,24,7,False
44414,p4124,p423,902.17,18,6,False
44415,p4116,p3145,393.93,17,2,False
44416,p4531,p2124,554.02,6,5,False
44417,p727,p1570,351.06,8,2,False
44418,p909,p74,228.1,5,4,False
44419,p2587,p1728,261.45,8,5,False
44420,p1234,p1547,606.13,12,2,False
44421,p1730,p4142,667.84,9,6,False
44422,p509,p4964,231.76,20,5,False
44423,p4796,p3831,873.15,13,4,False
44424,p2799,p1523,506.69,23,3,False
44425,p1947,p1162,214.63,17,7,False
44426,p4718,p237,208.9,11,7,False
44427,p4777,p3355,826.1,23,5,False
44428,p483,p1505,922.48,5,5,False
44429,p3072,p1383,515.94,12,3,False
44430,p704,p4521,821.29,9,4,False
44431,p4695,p2274,260.57,18,4,False
44432,p1622,p4070,405.16,17,7,False
44433,p2189,p801,463.29,12,3,False
44434,p1947,p1162,110.9,12,3,False
44435,p3329,p4781,320.72,19,3,False
44436,p701,p4115,411.47,8,5,False
44437,p1285,p239,776.8,7,3,False
44438,p3717,p1376,736.15,16,4,False
44439,p1788,p2981,101.57,19,5,False
44440,p1293,p1856,459.3,16,1,False
44441,p3222,p4519,602.14,4,7,False
44442,p105,p956,616.33,24,1,False
44443,p4798,p2522,517.7,13,3,False
44444,p1964,p2347,696.18,12,6,False
44445,p4844,p4612,646.81,18,2,False
44446,p2501,p2087,199.82,13,7,False
44447,p976,p841,503.48,9,3,False
44448,p2721,p472,898.46,16,3,False
44449,p569,p4077,616.88,21,3,False
44450,p1483,p786,568.1,12,7,False
44451,p1373,p1784,659.9,13,5,False
44452,p548,p2162,344.13,4,4,False
44453,p741,p1940,544.79,21,2,False
44454,p44,p4703,374.91,5,6,False
44455,p4964,p834,357.98,15,7,False
44456,p915,p4816,500.46,4,3,False
44457,p1165,p1515,628.01,24,3,False
44458,p1283,p3073,691.9,23,6,False
44459,p235,p2906,486.58,15,2,False
44460,p4158,p3254,457.62,23,5,False
44461,p371,p3623,352.08,4,3,False
44462,p771,p1941,660.33,23,3,False
44463,p1045,p2078,485.92,21,1,False
44464,p269,p4571,415.6,21,4,False
44465,p4633,p2874,365.02,8,2,False
44466,p4079,p28,455.74,20,5,False
